,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),Date,year,quarter,month,day,weekday,hour,minute,second,Month,Lat,Long,vx2,vy2,vz2,vel2
387,2012-02-24 19:11:41,22.7S,30.8E,,,,,,37000000000.0,0.13,2012-02-24 00:00:00,2012,1,2,24,4,19,11,41,February,-22.7,30.8,,,,
388,2012-02-17 10:47:16,3.2S,39.9W,45.6,,,,,154000000000.0,0.44,2012-02-17 00:00:00,2012,1,2,17,4,10,47,16,February,-3.2,-39.9,,,,
389,2012-02-16 04:50:52,9.8N,151.8E,,,,,,98000000000.0,0.3,2012-02-16 00:00:00,2012,1,2,16,3,4,50,52,February,9.8,151.8,,,,
390,2012-02-12 05:25:52,31.7S,54.9E,61.0,,,,,140000000000.0,0.41,2012-02-12 00:00:00,2012,1,2,12,6,5,25,52,February,-31.7,54.9,,,,
391,2012-02-04 14:42:51,32.4N,0.1E,34.2,12.2,-3.9,10.9,4.0,150000000000.0,0.43,2012-02-04 00:00:00,2012,1,2,4,5,14,42,51,February,32.4,0.1,15.209999999999999,118.81,16.0,148.83999999999997
392,2012-01-15 12:26:20,64.1S,109.9E,26.3,12.3,-1.9,5.1,11.0,21000000000.0,0.076,2012-01-15 00:00:00,2012,1,1,15,6,12,26,20,January,-64.1,109.9,3.61,26.009999999999998,121.0,151.29000000000002
393,2012-01-11 02:23:15,32.2N,88.5E,,,,,,85000000000.0,0.26,2012-01-11 00:00:00,2012,1,1,11,2,2,23,15,January,32.2,88.5,,,,
394,2011-12-19 11:35:39,30.2S,52.6E,36.1,,,,,135000000000.0,0.4,2011-12-19 00:00:00,2011,4,12,19,0,11,35,39,December,-30.2,52.6,,,,
395,2011-12-14 05:01:38,62.9S,89.6E,32.4,,,,,50000000000.0,0.16,2011-12-14 00:00:00,2011,4,12,14,2,5,1,38,December,-62.9,89.6,,,,
396,2011-12-11 17:29:33,,,,,,,,29000000000.0,0.1,2011-12-11 00:00:00,2011,4,12,11,6,17,29,33,December,,,,,,
397,2011-11-20 05:25:05,27.9S,116.3E,,,,,,23000000000.0,0.082,2011-11-20 00:00:00,2011,4,11,20,6,5,25,5,November,-27.9,116.3,,,,
398,2011-10-12 07:13:20,26.4S,78.4W,,,,,,36000000000.0,0.12,2011-10-12 00:00:00,2011,4,10,12,2,7,13,20,October,-26.4,-78.4,,,,
399,2011-09-13 23:36:47,19.9S,13.8W,21.3,16.7,-3.7,1.8,16.2,67000000000.0,0.21,2011-09-13 00:00:00,2011,3,9,13,1,23,36,47,September,-19.9,-13.8,13.690000000000001,3.24,262.44,278.89
400,2011-08-31 09:44:13,18.6N,5.1W,,,,,,27000000000.0,0.095,2011-08-31 00:00:00,2011,3,8,31,2,9,44,13,August,18.6,-5.1,,,,
401,2011-08-20 20:01:37,27.2S,2.8W,,,,,,23000000000.0,0.082,2011-08-20 00:00:00,2011,3,8,20,5,20,1,37,August,-27.2,-2.8,,,,
402,2011-08-18 14:55:45,,,,,,,,23000000000.0,0.082,2011-08-18 00:00:00,2011,3,8,18,3,14,55,45,August,,,,,,
403,2011-08-11 02:56:08,,,,,,,,35000000000.0,0.12,2011-08-11 00:00:00,2011,3,8,11,3,2,56,8,August,,,,,,
404,2011-08-04 07:25:57,40.7S,86.7W,63.0,,,,,28000000000.0,0.098,2011-08-04 00:00:00,2011,3,8,4,3,7,25,57,August,-40.7,-86.7,,,,
405,2011-07-27 23:00:36,45.3S,63.5E,29.6,,,,,44000000000.0,0.15,2011-07-27 00:00:00,2011,3,7,27,2,23,0,36,July,-45.3,63.5,,,,
406,2011-07-07 23:25:54,,,,,,,,33000000000.0,0.11,2011-07-07 00:00:00,2011,3,7,7,3,23,25,54,July,,,,,,
407,2011-07-05 15:42:41,29.1N,139.7E,40.7,,,,,65000000000.0,0.21,2011-07-05 00:00:00,2011,3,7,5,1,15,42,41,July,29.1,139.7,,,,
408,2011-07-04 09:18:04,51.7S,175.0E,,,,,,29000000000.0,0.1,2011-07-04 00:00:00,2011,3,7,4,0,9,18,4,July,-51.7,175.0,,,,
409,2011-06-16 11:51:50,67.3N,21.4W,40.5,,,,,24000000000.0,0.086,2011-06-16 00:00:00,2011,2,6,16,3,11,51,50,June,67.3,-21.4,,,,
410,2011-05-25 05:40:02,4.1N,14.0E,59.0,11.6,-3.4,-10.8,2.4,2280000000000.0,4.8,2011-05-25 00:00:00,2011,2,5,25,2,5,40,2,May,4.1,14.0,11.559999999999999,116.64000000000001,5.76,134.56
411,2011-05-16 13:39:06,1.2S,92.8E,,,,,,20000000000.0,0.073,2011-05-16 00:00:00,2011,2,5,16,0,13,39,6,May,-1.2,92.8,,,,
412,2011-04-27 20:38:09,1.4N,126.6W,28.7,,,,,220000000000.0,0.61,2011-04-27 00:00:00,2011,2,4,27,2,20,38,9,April,1.4,-126.6,,,,
413,2011-04-27 11:21:44,,,,,,,,24000000000.0,0.086,2011-04-27 00:00:00,2011,2,4,27,2,11,21,44,April,,,,,,
414,2011-04-17 11:21:44,,,,,,,,24000000000.0,0.086,2011-04-17 00:00:00,2011,2,4,17,6,11,21,44,April,,,,,,
415,2011-04-11 21:43:40,,,,,,,,38000000000.0,0.13,2011-04-11 00:00:00,2011,2,4,11,0,21,43,40,April,,,,,,
416,2011-04-06 08:30:55,71.1N,43.5W,22.2,12.7,3.3,11.8,-3.5,148000000000.0,0.43,2011-04-06 00:00:00,2011,2,4,6,2,8,30,55,April,71.1,-43.5,10.889999999999999,139.24,12.25,161.29
417,2011-03-24 20:23:58,0.6N,127.5W,59.0,,,,,58000000000.0,0.19,2011-03-24 00:00:00,2011,1,3,24,3,20,23,58,March,0.6,-127.5,,,,
418,2011-03-23 04:24:46,,,,,,,,31000000000.0,0.11,2011-03-23 00:00:00,2011,1,3,23,2,4,24,46,March,,,,,,
419,2011-03-23 04:16:32,16.8S,85.6W,,,,,,22000000000.0,0.079,2011-03-23 00:00:00,2011,1,3,23,2,4,16,32,March,-16.8,-85.6,,,,
420,2011-03-01 10:37:54,53.5N,103.9E,30.6,11.9,-6.7,-1.1,-9.8,37000000000.0,0.13,2011-03-01 00:00:00,2011,1,3,1,1,10,37,54,March,53.5,103.9,44.89,1.2100000000000002,96.04000000000002,141.61
421,2011-02-21 05:07:03,26.3N,43.7E,44.4,18.0,10.3,-14.8,0.1,39000000000.0,0.13,2011-02-21 00:00:00,2011,1,2,21,0,5,7,3,February,26.3,43.7,106.09000000000002,219.04000000000002,0.010000000000000002,324.0
422,2011-02-12 11:00:12,7.8N,95.3W,,,,,,20000000000.0,0.073,2011-02-12 00:00:00,2011,1,2,12,5,11,0,12,February,7.8,-95.3,,,,
423,2011-01-21 15:11:43,18.9N,44.6W,61.0,,,,,72000000000.0,0.23,2011-01-21 00:00:00,2011,1,1,21,4,15,11,43,January,18.9,-44.6,,,,
424,2011-01-08 19:38:44,33.3N,125.8W,48.0,,,,,29000000000.0,0.1,2011-01-08 00:00:00,2011,1,1,8,5,19,38,44,January,33.3,-125.8,,,,
425,2010-12-25 23:24:00,38.0N,158.0E,26.0,18.1,18.0,-2.0,-4.0,20000000000000.0,33.0,2010-12-25 00:00:00,2010,4,12,25,5,23,24,0,December,38.0,158.0,324.0,4.0,16.0,327.61000000000007
426,2010-12-14 00:27:53,4.9S,175.5E,24.0,,,,,39000000000.0,0.13,2010-12-14 00:00:00,2010,4,12,14,1,0,27,53,December,-4.9,175.5,,,,
427,2010-12-09 02:54:07,54.5S,169.7W,66.0,,,,,63000000000.0,0.2,2010-12-09 00:00:00,2010,4,12,9,3,2,54,7,December,-54.5,-169.7,,,,
428,2010-12-01 06:31:46,72.5S,144.9E,33.3,,,,,133000000000.0,0.39,2010-12-01 00:00:00,2010,4,12,1,2,6,31,46,December,-72.5,144.9,,,,
429,2010-11-21 14:45:27,1.9N,143.3E,50.0,,,,,81000000000.0,0.25,2010-11-21 00:00:00,2010,4,11,21,6,14,45,27,November,1.9,143.3,,,,
430,2010-11-19 07:25:56,10.3S,148.8E,30.0,,,,,33000000000.0,0.11,2010-11-19 00:00:00,2010,4,11,19,4,7,25,56,November,-10.3,148.8,,,,
431,2010-11-10 08:26:35,74.5N,77.7W,,,,,,68000000000.0,0.22,2010-11-10 00:00:00,2010,4,11,10,2,8,26,35,November,74.5,-77.7,,,,
432,2010-11-09 13:05:46,56.3S,16.7W,37.0,,,,,86000000000.0,0.27,2010-11-09 00:00:00,2010,4,11,9,1,13,5,46,November,-56.3,-16.7,,,,
433,2010-11-09 06:56:52,14.0S,160.0W,26.0,,,,,20000000000.0,0.073,2010-11-09 00:00:00,2010,4,11,9,1,6,56,52,November,-14.0,-160.0,,,,
434,2010-10-27 11:27:39,14.1S,67.7E,35.2,,,,,145000000000.0,0.42,2010-10-27 00:00:00,2010,4,10,27,2,11,27,39,October,-14.1,67.7,,,,
435,2010-10-08 09:58:01,,,,,,,,20000000000.0,0.073,2010-10-08 00:00:00,2010,4,10,8,4,9,58,1,October,,,,,,
436,2010-09-24 12:02:07,67.4S,50.6W,,,,,,50000000000.0,0.16,2010-09-24 00:00:00,2010,3,9,24,4,12,2,7,September,-67.4,-50.6,,,,
437,2010-09-18 05:04:41,7.4N,36.7E,,,,,,67000000000.0,0.21,2010-09-18 00:00:00,2010,3,9,18,5,5,4,41,September,7.4,36.7,,,,
438,2010-09-08 19:51:36,13.9S,65.5W,46.3,,,,,65000000000.0,0.21,2010-09-08 00:00:00,2010,3,9,8,2,19,51,36,September,-13.9,-65.5,,,,
439,2010-09-05 23:37:33,25.9S,49.0E,35.2,,,,,683000000000.0,1.7,2010-09-05 00:00:00,2010,3,9,5,6,23,37,33,September,-25.9,49.0,,,,
440,2010-09-03 12:04:58,61.0S,146.7E,33.3,12.3,9.8,-3.5,6.5,1750000000000.0,3.8,2010-09-03 00:00:00,2010,3,9,3,4,12,4,58,September,-61.0,146.7,96.04000000000002,12.25,42.25,151.29000000000002
441,2010-08-17 04:19:37,20.7N,114.3W,33.3,,,,,21000000000.0,0.076,2010-08-17 00:00:00,2010,3,8,17,1,4,19,37,August,20.7,-114.3,,,,
442,2010-08-12 02:59:36,,,,,,,,28000000000.0,0.098,2010-08-12 00:00:00,2010,3,8,12,3,2,59,36,August,,,,,,
443,2010-08-05 19:31:48,21.5S,46.6E,,,,,,36000000000.0,0.12,2010-08-05 00:00:00,2010,3,8,5,3,19,31,48,August,-21.5,46.6,,,,
444,2010-07-15 01:49:56,60.9N,178.1W,,,,,,24000000000.0,0.086,2010-07-15 00:00:00,2010,3,7,15,3,1,49,56,July,60.9,-178.1,,,,
445,2010-07-06 23:54:43,34.1S,174.5W,26.0,15.7,12.1,10.0,0.2,7560000000000.0,14.0,2010-07-06 00:00:00,2010,3,7,6,1,23,54,43,July,-34.1,-174.5,146.41,100.0,0.04000000000000001,246.48999999999998
446,2010-06-26 06:04:38,0.5S,133.2E,50.0,,,,,113000000000.0,0.34,2010-06-26 00:00:00,2010,2,6,26,5,6,4,38,June,-0.5,133.2,,,,
447,2010-06-21 06:42:00,22.5S,120.9W,,,,,,163000000000.0,0.47,2010-06-21 00:00:00,2010,2,6,21,0,6,42,0,June,-22.5,-120.9,,,,
448,2010-06-17 04:24:45,26.1S,100.0E,42.0,,,,,119000000000.0,0.35,2010-06-17 00:00:00,2010,2,6,17,3,4,24,45,June,-26.1,100.0,,,,
449,2010-04-17 02:21:58,13.1N,173.0W,,,,,,56000000000.0,0.18,2010-04-17 00:00:00,2010,2,4,17,5,2,21,58,April,13.1,-173.0,,,,
450,2010-04-16 04:38:52,1.8N,176.9W,22.2,18.8,12.4,-13.2,-5.2,844000000000.0,2.0,2010-04-16 00:00:00,2010,2,4,16,4,4,38,52,April,1.8,-176.9,153.76000000000002,174.23999999999998,27.040000000000003,353.44000000000005
451,2010-04-06 18:33:12,52.8N,146.5W,,,,,,80000000000.0,0.25,2010-04-06 00:00:00,2010,2,4,6,1,18,33,12,April,52.8,-146.5,,,,
452,2010-03-18 16:11:16,32.4S,51.8W,,,,,,175000000000.0,0.5,2010-03-18 00:00:00,2010,1,3,18,3,16,11,16,March,-32.4,-51.8,,,,
453,2010-03-15 15:55:43,,,,,,,,80000000000.0,0.25,2010-03-15 00:00:00,2010,1,3,15,0,15,55,43,March,,,,,,
454,2010-03-14 18:44:42,33.8N,90.2W,35.6,,,,,42000000000.0,0.14,2010-03-14 00:00:00,2010,1,3,14,6,18,44,42,March,33.8,-90.2,,,,
455,2010-03-08 22:44:41,18.2N,110.1E,53.0,,,,,30000000000.0,0.1,2010-03-08 00:00:00,2010,1,3,8,0,22,44,41,March,18.2,110.1,,,,
456,2010-03-08 22:02:07,32.0N,92.9W,52.0,24.5,19.1,11.0,10.7,323000000000.0,0.85,2010-03-08 00:00:00,2010,1,3,8,0,22,2,7,March,32.0,-92.9,364.81000000000006,121.0,114.48999999999998,600.25
457,2010-02-28 22:24:50,48.7N,21.0E,37.0,15.1,-11.7,2.7,-9.1,153000000000.0,0.44,2010-02-28 00:00:00,2010,1,2,28,6,22,24,50,February,48.7,21.0,136.89,7.290000000000001,82.80999999999999,228.01
458,2010-02-26 22:46:13,37.3S,166.0W,,,,,,237000000000.0,0.65,2010-02-26 00:00:00,2010,1,2,26,4,22,46,13,February,-37.3,-166.0,,,,
459,2010-02-24 19:55:58,2.6S,102.2W,,,,,,93000000000.0,0.28,2010-02-24 00:00:00,2010,1,2,24,2,19,55,58,February,-2.6,-102.2,,,,
460,2010-01-15 19:17:54,8.3S,27.0E,25.0,14.0,-9.1,6.0,8.8,492000000000.0,1.2,2010-01-15 00:00:00,2010,1,1,15,4,19,17,54,January,-8.3,27.0,82.80999999999999,36.0,77.44000000000001,196.0
461,2009-12-31 16:24:23,,,,,,,,83000000000.0,0.26,2009-12-31 00:00:00,2009,4,12,31,3,16,24,23,December,,,,,,
462,2009-12-31 12:50:25,37.9N,178.3W,20.7,,,,,102000000000.0,0.31,2009-12-31 00:00:00,2009,4,12,31,3,12,50,25,December,37.9,-178.3,,,,
463,2009-11-25 01:36:20,52.8S,136.5E,,,,,,64000000000.0,0.2,2009-11-25 00:00:00,2009,4,11,25,2,1,36,20,November,-52.8,136.5,,,,
464,2009-11-21 20:53:00,22.0S,29.2E,38.0,32.1,3.0,-17.0,27.0,10000000000000.0,18.0,2009-11-21 00:00:00,2009,4,11,21,5,20,53,0,November,-22.0,29.2,9.0,289.0,729.0,1030.41
465,2009-11-18 17:36:07,,,,,,,,85000000000.0,0.26,2009-11-18 00:00:00,2009,4,11,18,2,17,36,7,November,,,,,,
466,2009-11-18 07:07:19,40.4N,113.2W,31.5,,,,,736000000000.0,1.8,2009-11-18 00:00:00,2009,4,11,18,2,7,7,19,November,40.4,-113.2,,,,
467,2009-11-14 19:58:55,,,,,,,,23000000000.0,0.082,2009-11-14 00:00:00,2009,4,11,14,5,19,58,55,November,,,,,,
468,2009-11-07 11:31:59,45.5N,157.7W,,,,,,22000000000.0,0.079,2009-11-07 00:00:00,2009,4,11,7,5,11,31,59,November,45.5,-157.7,,,,
469,2009-11-07 10:41:38,24.0N,64.1E,37.0,,,,,42000000000.0,0.14,2009-11-07 00:00:00,2009,4,11,7,5,10,41,38,November,24.0,64.1,,,,
470,2009-10-11 12:49:51,78.3S,70.2E,27.8,,,,,71000000000.0,0.22,2009-10-11 00:00:00,2009,4,10,11,6,12,49,51,October,-78.3,70.2,,,,
471,2009-10-08 02:57:00,4.2S,120.6E,19.1,19.2,14.0,-16.0,-6.0,20000000000000.0,33.0,2009-10-08 00:00:00,2009,4,10,8,3,2,57,0,October,-4.2,120.6,196.0,256.0,36.0,368.64
472,2009-09-27 22:22:48,36.0S,67.6W,37.0,,,,,89000000000.0,0.27,2009-09-27 00:00:00,2009,3,9,27,6,22,22,48,September,-36.0,-67.6,,,,
473,2009-09-18 20:13:56,7.7N,29.5W,,,,,,144000000000.0,0.42,2009-09-18 00:00:00,2009,3,9,18,4,20,13,56,September,7.7,-29.5,,,,
474,2009-09-04 02:23:18,42.5N,110.0E,28.3,24.0,19.2,-11.6,-8.5,965000000000.0,2.3,2009-09-04 00:00:00,2009,3,9,4,4,2,23,18,September,42.5,110.0,368.64,134.56,72.25,576.0
475,2009-08-23 21:17:19,67.7S,18.3E,34.0,12.2,-6.9,5.3,8.5,280000000000.0,0.75,2009-08-23 00:00:00,2009,3,8,23,6,21,17,19,August,-67.7,18.3,47.61000000000001,28.09,72.25,148.83999999999997
476,2009-07-31 02:13:19,8.9N,121.9W,,,,,,25000000000.0,0.089,2009-07-31 00:00:00,2009,3,7,31,4,2,13,19,July,8.9,-121.9,,,,
477,2009-07-16 06:39:05,24.4S,59.8W,32.2,,,,,727000000000.0,1.8,2009-07-16 00:00:00,2009,3,7,16,3,6,39,5,July,-24.4,-59.8,,,,
478,2009-07-03 04:02:00,,,,,,,,27000000000.0,0.095,2009-07-03 00:00:00,2009,3,7,3,4,4,2,0,July,,,,,,
479,2009-06-27 13:08:05,26.6S,12.6W,26.1,15.2,-11.6,1.6,9.7,32000000000.0,0.11,2009-06-27 00:00:00,2009,2,6,27,5,13,8,5,June,-26.6,-12.6,134.56,2.5600000000000005,94.08999999999999,231.04
480,2009-06-20 11:04:41,,,,,,,,27000000000.0,0.095,2009-06-20 00:00:00,2009,2,6,20,5,11,4,41,June,,,,,,
481,2009-06-18 04:39:00,23.7S,16.0W,57.4,,,,,33000000000.0,0.11,2009-06-18 00:00:00,2009,2,6,18,3,4,39,0,June,-23.7,-16.0,,,,
482,2009-06-09 22:42:28,54.9N,152.7W,34.2,,,,,281000000000.0,0.76,2009-06-09 00:00:00,2009,2,6,9,1,22,42,28,June,54.9,-152.7,,,,
483,2009-05-31 06:05:47,19.7N,121.0W,,,,,,143000000000.0,0.42,2009-05-31 00:00:00,2009,2,5,31,6,6,5,47,May,19.7,-121.0,,,,
484,2009-05-13 20:20:16,,,,,,,,73000000000.0,0.23,2009-05-13 00:00:00,2009,2,5,13,2,20,20,16,May,,,,,,
485,2009-05-04 11:39:03,36.4N,160.4W,40.7,,,,,140000000000.0,0.41,2009-05-04 00:00:00,2009,2,5,4,0,11,39,3,May,36.4,-160.4,,,,
486,2009-04-20 04:01:39,6.0N,84.3E,,,,,,22000000000.0,0.079,2009-04-20 00:00:00,2009,2,4,20,0,4,1,39,April,6.0,84.3,,,,
487,2009-04-10 18:42:45,44.7S,25.7E,32.4,19.1,-18.9,2.6,0.3,270000000000.0,0.73,2009-04-10 00:00:00,2009,2,4,10,4,18,42,45,April,-44.7,25.7,357.2099999999999,6.760000000000001,0.09,364.81000000000006
488,2009-03-15 05:44:33,21.7S,98.6W,,,,,,32000000000.0,0.11,2009-03-15 00:00:00,2009,1,3,15,6,5,44,33,March,-21.7,-98.6,,,,
489,2009-03-04 00:38:05,,,,,,,,170000000000.0,0.48,2009-03-04 00:00:00,2009,1,3,4,2,0,38,5,March,,,,,,
490,2009-03-01 09:00:59,,,,,,,,20000000000.0,0.073,2009-03-01 00:00:00,2009,1,3,1,6,9,0,59,March,,,,,,
491,2009-02-20 12:15:57,64.9S,70.0W,,,,,,50000000000.0,0.16,2009-02-20 00:00:00,2009,1,2,20,4,12,15,57,February,-64.9,-70.0,,,,
492,2009-02-07 19:51:32,56.6N,69.8E,40.0,15.4,-2.4,-1.9,-15.1,1600000000000.0,3.5,2009-02-07 00:00:00,2009,1,2,7,5,19,51,32,February,56.6,69.8,5.76,3.61,228.01,237.16000000000003
493,2009-01-12 22:24:56,47.8N,44.3W,,,,,,48000000000.0,0.16,2009-01-12 00:00:00,2009,1,1,12,0,22,24,56,January,47.8,-44.3,,,,
494,2009-01-10 07:42:39,64.0S,122.8E,26.5,,,,,23000000000.0,0.082,2009-01-10 00:00:00,2009,1,1,10,5,7,42,39,January,-64.0,122.8,,,,
495,2008-12-24 15:51:58,68.9S,102.0W,21.1,24.1,-13.4,18.0,8.8,35000000000.0,0.12,2008-12-24 00:00:00,2008,4,12,24,2,15,51,58,December,-68.9,-102.0,179.56,324.0,77.44000000000001,580.8100000000001
496,2008-12-12 11:36:36,7.0S,9.7W,50.0,,,,,216000000000.0,0.6,2008-12-12 00:00:00,2008,4,12,12,4,11,36,36,December,-7.0,-9.7,,,,
497,2008-12-09 06:08:16,,,,,,,,34000000000.0,0.12,2008-12-09 00:00:00,2008,4,12,9,1,6,8,16,December,,,,,,
498,2008-11-24 22:01:19,57.9S,146.1E,34.8,23.7,21.5,10.0,0.4,146000000000.0,0.42,2008-11-24 00:00:00,2008,4,11,24,0,22,1,19,November,-57.9,146.1,462.25,100.0,0.16000000000000003,561.6899999999999
499,2008-11-21 00:26:44,53.1N,109.9W,28.2,12.9,3.9,-4.1,-11.6,142000000000.0,0.41,2008-11-21 00:00:00,2008,4,11,21,4,0,26,44,November,53.1,-109.9,15.209999999999999,16.81,134.56,166.41
500,2008-11-18 09:41:51,29.4S,75.9E,35.2,22.4,-4.0,-15.2,-16.0,25000000000.0,0.089,2008-11-18 00:00:00,2008,4,11,18,1,9,41,51,November,-29.4,75.9,16.0,231.04,256.0,501.75999999999993
501,2008-11-09 02:38:34,14.5N,112.7E,29.6,,,,,222000000000.0,0.61,2008-11-09 00:00:00,2008,4,11,9,6,2,38,34,November,14.5,112.7,,,,
502,2008-10-21 02:20:25,32.8N,165.6W,29.6,11.3,9.6,5.8,1.5,46000000000.0,0.15,2008-10-21 00:00:00,2008,4,10,21,1,2,20,25,October,32.8,-165.6,92.16,33.64,2.25,127.69000000000001
503,2008-10-10 09:34:18,57.3S,17.0E,21.4,,,,,180000000000.0,0.51,2008-10-10 00:00:00,2008,4,10,10,4,9,34,18,October,-57.3,17.0,,,,
504,2008-10-07 02:45:45,20.9N,31.4E,38.9,13.3,-9.0,9.0,3.8,395000000000.0,1.0,2008-10-07 00:00:00,2008,4,10,7,1,2,45,45,October,20.9,31.4,81.0,81.0,14.44,176.89000000000001
505,2008-09-09 09:49:41,,,,,,,,59000000000.0,0.19,2008-09-09 00:00:00,2008,3,9,9,1,9,49,41,September,,,,,,
506,2008-08-16 14:40:24,11.3N,97.2E,,,,,,131000000000.0,0.38,2008-08-16 00:00:00,2008,3,8,16,5,14,40,24,August,11.3,97.2,,,,
507,2008-08-12 11:44:10,11.6S,175.0W,,,,,,20000000000.0,0.073,2008-08-12 00:00:00,2008,3,8,12,1,11,44,10,August,-11.6,-175.0,,,,
508,2008-08-07 06:07:10,18.5N,180.0E,45.4,13.8,6.5,-12.1,1.7,41000000000.0,0.14,2008-08-07 00:00:00,2008,3,8,7,3,6,7,10,August,18.5,180.0,42.25,146.41,2.8899999999999997,190.44000000000003
509,2008-07-23 14:45:25,38.6N,68.0E,31.5,14.5,-7.7,-8.2,-9.1,121000000000.0,0.36,2008-07-23 00:00:00,2008,3,7,23,2,14,45,25,July,38.6,68.0,59.290000000000006,67.24,82.80999999999999,210.25
510,2008-07-22 19:34:00,17.8S,89.2W,54.4,,,,,61000000000.0,0.2,2008-07-22 00:00:00,2008,3,7,22,1,19,34,0,July,-17.8,-89.2,,,,
511,2008-07-11 14:35:28,,,,,,,,52000000000.0,0.17,2008-07-11 00:00:00,2008,3,7,11,4,14,35,28,July,,,,,,
512,2008-07-08 15:55:30,72.8N,147.3E,52.2,21.7,-12.9,1.9,-17.4,66000000000.0,0.21,2008-07-08 00:00:00,2008,3,7,8,1,15,55,30,July,72.8,147.3,166.41,3.61,302.75999999999993,470.89
513,2008-07-01 17:40:19,37.1N,115.7W,36.1,9.8,2.8,1.7,-9.2,36000000000.0,0.12,2008-07-01 00:00:00,2008,3,7,1,1,17,40,19,July,37.1,-115.7,7.839999999999999,2.8899999999999997,84.63999999999999,96.04000000000002
514,2008-06-27 02:01:23,26.9S,17.7W,33.7,23.1,-17.9,13.0,6.6,172000000000.0,0.49,2008-06-27 00:00:00,2008,2,6,27,4,2,1,23,June,-26.9,-17.7,320.40999999999997,169.0,43.559999999999995,533.61
515,2008-06-18 13:45:36,6.1N,103.1E,,,,,,21000000000.0,0.076,2008-06-18 00:00:00,2008,2,6,18,2,13,45,36,June,6.1,103.1,,,,
516,2008-05-29 21:23:56,15.7N,83.5W,,,,,,21000000000.0,0.076,2008-05-29 00:00:00,2008,2,5,29,3,21,23,56,May,15.7,-83.5,,,,
517,2008-05-24 10:18:10,0.8N,162.0E,37.0,14.2,7.9,3.1,11.4,150000000000.0,0.43,2008-05-24 00:00:00,2008,2,5,24,5,10,18,10,May,0.8,162.0,62.410000000000004,9.610000000000001,129.96,201.64
518,2008-05-22 20:50:28,46.9N,134.5E,,,,,,21000000000.0,0.076,2008-05-22 00:00:00,2008,2,5,22,3,20,50,28,May,46.9,134.5,,,,
519,2008-05-15 11:29:55,28.0N,41.5W,,,,,,80000000000.0,0.25,2008-05-15 00:00:00,2008,2,5,15,3,11,29,55,May,28.0,-41.5,,,,
520,2008-05-06 01:08:56,,,,,,,,57000000000.0,0.18,2008-05-06 00:00:00,2008,2,5,6,1,1,8,56,May,,,,,,
521,2008-04-30 01:18:38,33.6S,35.1W,,,,,,20000000000.0,0.073,2008-04-30 00:00:00,2008,2,4,30,2,1,18,38,April,-33.6,-35.1,,,,
522,2008-04-07 01:22:28,31.8S,58.5W,,,,,,21000000000.0,0.076,2008-04-07 00:00:00,2008,2,4,7,0,1,22,28,April,-31.8,-58.5,,,,
523,2008-04-06 16:03:34,,,,,,,,77000000000.0,0.24,2008-04-06 00:00:00,2008,2,4,6,6,16,3,34,April,,,,,,
524,2008-03-15 11:29:55,28.0N,41.5W,26.7,12.9,-4.1,4.8,-11.2,50000000000.0,0.16,2008-03-15 00:00:00,2008,1,3,15,5,11,29,55,March,28.0,-41.5,16.81,23.04,125.43999999999998,166.41
525,2008-02-24 19:33:14,,,,,,,,74000000000.0,0.23,2008-02-24 00:00:00,2008,1,2,24,6,19,33,14,February,,,,,,
526,2008-02-19 13:30:30,48.9N,119.8W,,,,,,20000000000.0,0.073,2008-02-19 00:00:00,2008,1,2,19,1,13,30,30,February,48.9,-119.8,,,,
527,2008-02-18 08:51:12,,,,,,,,50000000000.0,0.16,2008-02-18 00:00:00,2008,1,2,18,0,8,51,12,February,,,,,,
528,2008-02-17 12:19:16,74.9N,73.4W,40.4,13.9,-5.8,-10.7,-6.7,110000000000.0,0.33,2008-02-17 00:00:00,2008,1,2,17,6,12,19,16,February,74.9,-73.4,33.64,114.48999999999998,44.89,193.21
529,2008-02-16 08:38:39,,,,,,,,71000000000.0,0.22,2008-02-16 00:00:00,2008,1,2,16,5,8,38,39,February,,,,,,
530,2008-01-18 01:17:39,,,,,,,,44000000000.0,0.15,2008-01-18 00:00:00,2008,1,1,18,4,1,17,39,January,,,,,,
531,2008-01-09 03:53:15,66.8S,67.3W,31.5,11.6,4.3,5.7,9.1,41000000000.0,0.14,2008-01-09 00:00:00,2008,1,1,9,2,3,53,15,January,-66.8,-67.3,18.49,32.49,82.80999999999999,134.56
532,2007-12-26 06:46:20,61.6S,158.9W,,,,,,136000000000.0,0.4,2007-12-26 00:00:00,2007,4,12,26,2,6,46,20,December,-61.6,-158.9,,,,
533,2007-12-20 17:00:48,51.3N,115.4E,,,,,,122000000000.0,0.36,2007-12-20 00:00:00,2007,4,12,20,3,17,0,48,December,51.3,115.4,,,,
534,2007-10-25 19:35:38,40.9S,91.3E,46.3,,,,,58000000000.0,0.19,2007-10-25 00:00:00,2007,4,10,25,3,19,35,38,October,-40.9,91.3,,,,
535,2007-10-12 09:14:03,88.5N,116.6E,37.0,18.4,-4.5,-14.1,-10.9,33000000000.0,0.11,2007-10-12 00:00:00,2007,4,10,12,4,9,14,3,October,88.5,116.6,20.25,198.81,118.81,338.55999999999995
